Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55,No,Travel_Rarely,Research & Development,1,Male,5,1,19045,0,14,3,3,2,3,36,10,4,13
47,Yes,Non-Travel,Research & Development,29,Male,3,2,11849,1,12,3,4,2,2,10,7,9,9
28,No,Travel_Rarely,Research & Development,9,Male,1,4,2070,1,23,4,4,3,2,5,2,0,4
37,No,Travel_Rarely,Sales,6,Male,2,4,6502,4,14,3,2,5,4,5,4,0,1
21,No,Travel_Rarely,Research & Development,3,Male,1,3,3230,1,17,3,1,4,4,3,2,1,0
37,No,Non-Travel,Research & Development,1,Female,3,4,13603,2,18,3,1,2,3,5,2,0,2
35,No,Travel_Rarely,Research & Development,22,Female,3,2,11996,7,18,3,2,6,2,7,7,6,2
38,No,Travel_Rarely,Sales,7,Female,2,1,5605,1,24,4,3,3,3,8,0,7,7
26,No,Travel_Frequently,Research & Development,1,Female,2,2,6397,1,20,4,1,6,1,6,5,1,4
50,No,Travel_Rarely,Research & Development,4,Male,5,2,19144,3,14,3,1,4,2,10,4,1,6
53,No,Travel_Rarely,Research & Development,3,Male,4,3,17584,3,16,3,4,5,2,5,3,1,3
42,No,Travel_Rarely,Sales,1,Male,2,3,4907,1,25,4,3,3,3,20,16,11,6
29,No,Travel_Frequently,Sales,2,Male,2,4,4554,1,18,3,1,3,2,10,7,0,9
55,No,Travel_Rarely,Research & Development,20,Male,2,4,5415,3,19,3,4,4,3,10,7,0,8
26,No,Travel_Frequently,Research & Development,11,Male,2,1,4741,1,13,3,3,3,3,5,3,3,3
37,No,Travel_Rarely,Research & Development,1,Female,1,4,2115,1,12,3,2,3,3,17,12,5,7
44,Yes,Travel_Frequently,Research & Development,24,Male,1,3,3161,3,22,4,4,0,1,1,0,0,0
38,No,Travel_Rarely,Research & Development,23,Male,2,4,5745,9,14,3,2,2,3,2,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,Male,1,2,2373,2,13,3,4,2,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,8,Female,1,4,3310,1,21,4,4,3,3,5,3,0,2
49,No,Travel_Frequently,Research & Development,10,Female,5,1,18665,9,11,3,4,4,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,Male,2,2,4485,4,12,3,4,2,3,8,0,7,7
31,No,Travel_Frequently,Sales,5,Female,1,2,2789,1,11,3,3,5,2,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,Male,2,4,5828,1,12,3,2,0,3,8,7,7,4
37,No,Travel_Frequently,Research & Development,9,Male,1,4,2326,1,12,3,3,3,2,4,2,1,2
42,No,Travel_Frequently,Sales,26,Female,4,2,13525,5,14,3,4,2,4,20,4,4,8
18,Yes,Travel_Rarely,Research & Development,3,Male,1,3,1420,1,13,3,3,2,3,0,0,0,0
35,No,Travel_Rarely,Sales,16,Male,3,2,8020,0,15,3,3,3,2,11,9,6,9
36,No,Travel_Frequently,Research & Development,18,Male,1,4,3688,4,18,3,4,2,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,2,Male,2,2,5482,5,18,3,4,3,3,4,1,1,2
41,No,Travel_Rarely,Sales,2,Male,4,2,16015,1,19,3,2,2,3,22,10,0,4
18,No,Travel_Rarely,Sales,10,Female,1,3,1200,1,12,3,1,2,3,0,0,0,0
28,No,Travel_Rarely,Research & Development,16,Male,2,1,5661,0,19,3,3,2,3,8,3,0,7
31,No,Travel_Rarely,Sales,7,Male,2,4,6929,4,11,3,2,3,2,8,7,7,7
39,No,Travel_Rarely,Research & Development,1,Male,3,4,9613,0,17,3,1,5,2,18,10,3,7
36,No,Non-Travel,Research & Development,24,Female,2,2,5674,7,15,3,3,3,3,9,8,0,8
32,No,Travel_Rarely,Sales,7,Male,2,3,5484,1,14,3,3,3,2,13,8,4,8
38,No,Travel_Rarely,Research & Development,25,Female,3,2,12061,3,17,3,3,2,3,10,8,0,1
58,No,Non-Travel,Research & Development,1,Male,2,3,5660,2,13,3,4,2,3,5,3,1,2
31,No,Travel_Rarely,Research & Development,5,Male,1,4,4821,0,12,3,3,4,3,5,2,0,3
31,No,Travel_Rarely,Human Resources,2,Male,2,1,6410,3,12,3,4,1,3,2,2,1,0
45,No,Travel_Frequently,Research & Development,7,Male,3,1,5210,1,18,3,1,2,3,24,9,9,11
31,No,Travel_Rarely,Research & Development,2,Male,1,4,2695,0,18,3,2,2,1,2,2,2,2
33,No,Travel_Frequently,Research & Development,5,Female,3,2,11878,6,11,3,2,2,3,10,6,8,8
39,No,Travel_Rarely,Research & Development,10,Male,4,1,17068,1,14,3,4,3,3,21,9,11,10
43,No,Travel_Frequently,Research & Development,10,Female,1,4,2455,0,19,3,1,5,3,8,7,1,7
49,No,Travel_Rarely,Research & Development,1,Female,4,3,13964,7,12,3,4,2,3,7,1,0,7
52,Yes,Travel_Rarely,Research & Development,8,Male,2,2,4941,2,15,3,1,3,2,8,2,7,7
27,No,Travel_Rarely,Research & Development,5,Female,1,2,2478,1,12,3,2,2,2,4,3,1,2
32,No,Travel_Rarely,Sales,8,Female,2,2,5228,1,11,3,4,2,3,13,12,11,9
27,No,Travel_Rarely,Sales,2,Male,2,3,4478,1,11,3,1,3,3,5,4,0,4
31,No,Travel_Rarely,Sales,7,Male,2,4,7547,4,12,3,4,3,3,7,7,1,7
32,No,Travel_Rarely,Research & Development,2,Female,2,4,5055,7,16,3,3,0,2,7,7,0,7
28,Yes,Travel_Rarely,Research & Development,2,Male,1,4,3464,5,13,3,4,4,2,3,2,2,2
30,No,Travel_Rarely,Research & Development,28,Female,2,4,5775,1,13,3,4,2,3,10,8,1,9
31,No,Travel_Frequently,Research & Development,7,Female,3,3,8943,1,24,4,1,2,3,10,9,8,9
39,No,Travel_Frequently,Research & Development,7,Male,5,4,19272,1,15,3,1,2,3,21,9,13,3
39,Yes,Travel_Rarely,Sales,3,Female,2,3,5238,4,18,3,1,3,2,1,0,0,0
33,No,Travel_Frequently,Sales,10,Male,2,4,4682,3,14,3,3,6,2,7,7,0,1
47,No,Travel_Rarely,Research & Development,5,Male,5,3,18300,4,11,3,2,2,3,3,2,1,1
43,No,Travel_Frequently,Research & Development,10,Female,2,3,5257,1,11,3,2,3,4,9,7,0,0
27,No,Non-Travel,Sales,1,Male,2,2,6349,0,13,3,4,0,3,5,4,1,4
54,No,Travel_Frequently,Research & Development,20,Female,2,3,4869,3,12,3,4,4,2,4,3,0,3
43,No,Travel_Rarely,Research & Development,7,Female,3,1,9985,8,16,3,1,1,2,1,0,0,0
45,No,Travel_Rarely,Research & Development,8,Male,2,4,3697,9,14,3,1,3,3,10,9,9,8
40,No,Travel_Rarely,Sales,1,Male,2,4,7457,2,22,4,3,2,2,4,3,0,2
29,Yes,Travel_Rarely,Research & Development,8,Male,1,1,2119,1,11,3,4,4,2,7,7,0,7
29,No,Travel_Rarely,Research & Development,9,Male,1,4,3983,0,17,3,3,2,3,3,2,2,2
30,No,Travel_Rarely,Sales,5,Female,2,3,6118,1,13,3,3,2,3,10,9,1,2
27,No,Travel_Rarely,Sales,8,Female,2,2,6214,1,18,3,1,3,3,8,7,0,7
37,No,Travel_Rarely,Research & Development,5,Male,2,4,6347,7,16,3,3,2,2,6,2,0,4
38,No,Travel_Rarely,Research & Development,15,Male,3,4,11510,0,14,3,2,3,3,11,10,2,9
31,No,Travel_Rarely,Research & Development,7,Female,3,4,7143,1,14,3,3,2,2,11,9,4,10
29,No,Travel_Rarely,Sales,10,Female,2,2,8268,1,14,3,1,2,3,7,7,1,7
35,No,Travel_Rarely,Research & Development,5,Male,3,2,8095,0,13,3,4,5,3,16,6,0,13
23,No,Travel_Rarely,Research & Development,26,Male,1,4,2904,1,12,3,3,2,2,4,2,0,2
41,No,Travel_Rarely,Research & Development,6,Male,2,2,6032,6,15,3,4,3,3,5,4,1,2
47,No,Travel_Frequently,Sales,4,Male,2,3,2976,3,19,3,1,3,3,0,0,0,0
42,No,Travel_Rarely,Research & Development,23,Female,4,4,15992,2,14,3,2,2,3,1,0,0,0
29,No,Non-Travel,Sales,2,Male,2,3,4649,1,14,3,1,3,2,4,3,0,2
42,No,Travel_Rarely,Human Resources,2,Male,1,3,2696,0,11,3,3,5,3,3,2,1,0
32,No,Travel_Rarely,Research & Development,2,Female,1,2,2370,1,13,3,3,4,3,8,0,0,7
48,No,Travel_Rarely,Sales,29,Female,3,3,12504,3,21,4,2,3,1,0,0,0,0
37,No,Travel_Rarely,Research & Development,6,Male,2,1,5974,4,13,3,1,2,3,7,7,6,7
30,No,Non-Travel,Sales,25,Female,2,3,4736,7,12,3,2,2,4,2,2,2,2
26,No,Travel_Rarely,Sales,1,Male,2,3,5296,1,17,3,2,3,3,8,7,7,7
42,No,Travel_Rarely,Research & Development,2,Male,2,4,6781,3,23,4,2,6,3,1,0,0,0
21,Yes,Travel_Frequently,Sales,1,Female,1,2,2174,1,11,3,3,3,3,3,2,1,2
36,No,Non-Travel,Sales,1,Female,2,4,6653,4,15,3,2,6,3,1,0,0,0
36,No,Travel_Frequently,Sales,3,Male,3,4,9699,4,11,3,1,2,3,13,9,1,12
57,No,Travel_Rarely,Research & Development,1,Male,2,3,6755,2,11,3,3,2,3,3,2,1,2
40,No,Travel_Rarely,Research & Development,10,Female,1,3,2213,3,13,3,3,3,3,7,7,1,7
21,No,Non-Travel,Sales,9,Male,1,4,2610,1,24,4,3,3,2,3,2,2,2
33,Yes,Travel_Rarely,Sales,5,Female,1,3,2851,1,13,3,2,2,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,10,Female,1,1,3452,6,20,4,2,3,3,5,4,0,3
46,No,Non-Travel,Research & Development,7,Female,2,3,5258,2,14,3,3,2,4,1,0,0,0
41,Yes,Travel_Frequently,Sales,4,Male,2,2,9355,1,18,3,3,5,3,8,7,7,7
50,No,Travel_Rarely,Research & Development,10,Male,3,4,10496,6,15,3,4,2,3,4,3,1,3
40,Yes,Travel_Rarely,Sales,22,Male,2,3,6380,2,12,3,1,6,3,6,4,1,0
31,No,Travel_Rarely,Research & Development,9,Male,1,2,2657,0,16,3,4,5,3,2,2,2,2
21,Yes,Travel_Rarely,Sales,12,Female,1,2,2716,1,15,3,4,0,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,23,Male,1,4,2201,9,16,3,4,4,3,3,2,1,2
35,No,Travel_Rarely,Research & Development,9,Male,2,2,6540,9,19,3,3,5,3,1,1,0,0
27,No,Travel_Rarely,Research & Development,1,Male,1,2,3816,1,11,3,2,2,3,5,2,0,4
28,No,Travel_Rarely,Sales,9,Male,2,4,5253,1,16,3,4,1,3,7,5,0,7
49,No,Travel_Rarely,Research & Development,7,Male,3,3,10965,8,24,4,3,2,3,5,2,0,0
51,No,Travel_Rarely,Sales,14,Female,2,4,4936,4,11,3,3,2,2,7,7,0,7
36,No,Travel_Rarely,Research & Development,2,Female,1,3,2543,4,13,3,2,3,3,2,2,2,2
34,Yes,Non-Travel,Sales,19,Male,2,4,5304,8,13,3,2,3,2,5,2,0,4
55,No,Travel_Rarely,Research & Development,2,Female,4,4,16659,2,13,3,3,2,3,5,4,1,2
24,No,Travel_Rarely,Sales,10,Female,2,3,4260,1,12,3,4,2,4,5,2,0,3
30,No,Travel_Rarely,Sales,2,Male,1,2,2476,1,18,3,1,3,3,1,0,0,0
26,Yes,Travel_Frequently,Research & Development,3,Male,1,1,3102,0,22,4,3,2,3,6,4,0,4
22,No,Travel_Rarely,Research & Development,11,Female,1,2,2244,1,13,3,4,1,3,2,1,1,2
36,No,Travel_Rarely,Sales,2,Male,3,3,7596,1,13,3,2,2,3,10,9,9,0
30,Yes,Travel_Frequently,Research & Development,4,Male,1,4,2285,9,23,4,3,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,14,Female,1,1,3034,1,12,3,3,2,2,18,7,12,17
40,No,Travel_Rarely,Sales,2,Female,2,2,5715,7,12,3,3,5,3,5,4,1,3
42,No,Travel_Rarely,Research & Development,1,Female,1,1,2576,3,16,3,2,5,3,5,2,1,2
37,No,Travel_Rarely,Research & Development,10,Male,2,2,4197,2,12,3,4,2,2,1,0,0,1
43,No,Travel_Rarely,Research & Development,12,Male,4,2,14336,1,11,3,3,3,3,25,10,3,9
40,No,Travel_Rarely,Research & Development,2,Female,2,3,3448,6,22,4,2,3,3,1,0,0,0
54,No,Travel_Rarely,Research & Development,5,Male,5,1,19406,4,11,3,3,4,2,4,2,1,2
34,No,Non-Travel,Sales,4,Female,2,3,6538,9,15,3,1,3,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,7,Female,2,1,4306,1,12,3,2,5,1,13,10,3,12
43,No,Travel_Frequently,Research & Development,21,Male,1,4,2258,7,20,4,1,1,3,3,2,1,2
43,No,Travel_Rarely,Research & Development,8,Female,2,3,4522,4,14,3,4,3,3,5,2,0,2
25,No,Travel_Rarely,Sales,4,Female,2,4,4487,1,11,3,2,3,3,5,4,1,3
37,No,Non-Travel,Research & Development,25,Female,2,3,4449,3,15,3,1,2,3,13,11,10,7
31,No,Travel_Rarely,Research & Development,1,Male,1,1,2218,1,12,3,3,3,3,4,2,3,2
39,No,Travel_Frequently,Research & Development,1,Male,5,3,19197,1,14,3,3,3,3,21,8,1,6
56,No,Travel_Frequently,Sales,6,Female,4,1,13212,9,11,3,4,0,2,7,7,7,7
30,No,Travel_Rarely,Sales,12,Female,2,3,6577,0,11,3,2,6,3,5,4,4,4
41,No,Travel_Rarely,Sales,1,Male,3,1,8392,1,16,3,3,2,3,10,7,0,7
28,No,Travel_Rarely,Research & Development,17,Male,2,1,4558,1,12,3,4,2,3,10,0,1,8
25,Yes,Travel_Rarely,Research & Development,3,Male,1,1,4031,5,13,3,3,5,3,2,2,0,2
52,No,Travel_Rarely,Research & Development,3,Male,3,3,7969,2,14,3,3,4,3,5,4,0,4
45,No,Travel_Rarely,Research & Development,10,Male,1,4,2654,3,21,4,4,3,2,2,2,0,2
52,No,Travel_Rarely,Research & Development,4,Female,4,4,16555,2,13,3,4,2,1,5,2,1,4
42,No,Travel_Frequently,Research & Development,29,Female,2,3,4556,2,11,3,2,3,3,5,4,0,2
30,No,Travel_Rarely,Research & Development,2,Female,2,4,6091,2,20,4,3,2,3,5,4,0,2
60,No,Travel_Rarely,Research & Development,7,Female,5,1,19566,5,11,3,4,5,1,29,8,11,10
46,No,Travel_Rarely,Research & Development,18,Female,2,3,4810,2,14,3,3,5,2,10,7,0,8
42,No,Travel_Frequently,Research & Development,28,Female,2,4,4523,0,11,3,4,4,4,6,5,0,4
24,Yes,Travel_Rarely,Sales,1,Female,1,2,3202,1,16,3,2,4,3,5,3,1,4
34,Yes,Travel_Frequently,Sales,6,Female,1,3,2351,0,16,3,4,3,2,2,2,1,0
38,No,Travel_Frequently,Research & Development,2,Male,1,4,1702,1,23,4,3,3,3,1,0,0,0
40,No,Travel_Rarely,Sales,2,Female,5,3,18041,0,14,3,4,2,3,20,15,1,12
26,No,Travel_Rarely,Research & Development,23,Female,1,4,2886,1,22,4,2,3,1,3,2,0,2
30,No,Non-Travel,Research & Development,3,Male,1,4,2097,4,15,3,3,3,1,5,3,1,4
29,No,Travel_Rarely,Research & Development,3,Male,3,3,11935,1,18,3,3,2,3,10,2,0,7
29,Yes,Travel_Rarely,Research & Development,25,Female,1,2,2546,5,16,3,2,2,4,2,2,1,1
19,Yes,Travel_Rarely,Human Resources,2,Male,1,4,2564,1,12,3,3,3,4,1,0,0,0
30,No,Non-Travel,Sales,22,Female,3,1,8412,0,11,3,3,3,3,9,8,7,8
57,No,Travel_Rarely,Sales,29,Male,4,4,14118,3,12,3,3,3,2,1,0,0,0
50,No,Travel_Rarely,Research & Development,29,Male,4,3,17046,0,15,3,2,2,3,27,10,15,7
30,No,Non-Travel,Research & Development,2,Female,1,4,2564,0,14,3,3,2,2,11,7,6,7
60,No,Travel_Frequently,Sales,28,Female,3,1,10266,4,19,3,4,5,4,18,13,13,11
47,No,Travel_Rarely,Research & Development,2,Female,2,4,5070,5,13,3,3,2,3,5,0,0,4
46,No,Travel_Rarely,Research & Development,2,Male,4,3,17861,6,13,3,3,2,1,3,2,0,1
35,No,Travel_Rarely,Research & Development,22,Male,1,3,4230,0,15,3,3,2,3,5,4,4,3
54,No,Travel_Rarely,Research & Development,8,Female,2,3,3780,7,11,3,3,3,3,1,0,0,0
34,No,Travel_Rarely,Research & Development,2,Male,1,3,2768,3,12,3,3,3,3,7,3,5,7
46,No,Travel_Rarely,Sales,10,Female,3,4,9071,2,19,3,3,3,3,3,2,1,2
31,No,Travel_Rarely,Research & Development,9,Male,3,2,10648,1,25,4,4,6,4,13,8,0,8
33,Yes,Travel_Rarely,Research & Development,15,Male,3,3,13610,7,12,3,4,2,4,7,6,7,7
33,Yes,Travel_Rarely,Research & Development,10,Male,1,4,3408,7,13,3,1,2,3,4,3,1,3
30,No,Travel_Rarely,Sales,7,Male,1,2,2983,0,14,3,1,3,3,3,2,1,2
35,No,Travel_Rarely,Research & Development,16,Male,3,3,7632,4,12,3,3,2,3,8,7,0,0
31,Yes,Travel_Frequently,Research & Development,20,Male,3,3,9824,3,12,3,1,2,3,1,0,0,0
34,Yes,Travel_Frequently,Human Resources,23,Female,3,1,9950,9,15,3,3,2,3,3,2,0,2
42,No,Travel_Frequently,Research & Development,5,Male,1,3,2093,4,17,3,4,4,3,2,2,2,0
36,No,Non-Travel,Sales,10,Male,3,4,9980,1,14,3,4,3,2,10,3,9,7
22,Yes,Travel_Frequently,Research & Development,4,Male,1,3,3894,5,16,3,3,3,3,2,2,1,2
48,No,Travel_Rarely,Sales,2,Female,2,4,4051,2,14,3,1,2,3,9,7,6,7
55,No,Travel_Rarely,Sales,18,Female,4,2,16835,3,23,4,4,2,3,10,9,7,7
41,No,Non-Travel,Sales,10,Male,2,4,6230,7,14,3,4,3,3,14,3,1,10
35,No,Travel_Rarely,Sales,1,Male,2,3,4717,9,11,3,3,2,3,11,9,6,9
40,No,Travel_Rarely,Research & Development,6,Female,4,3,13237,7,15,3,3,3,3,20,6,5,13
39,No,Travel_Frequently,Research & Development,8,Female,1,3,3755,1,11,3,1,3,3,8,3,0,7
31,No,Travel_Rarely,Sales,2,Male,2,4,6582,4,13,3,3,2,4,6,5,0,5
42,No,Travel_Rarely,Research & Development,24,Male,3,1,7406,1,21,4,4,5,2,10,9,5,8
45,No,Travel_Rarely,Sales,2,Male,2,2,4805,0,19,3,2,3,4,8,7,3,7
26,Yes,Travel_Frequently,Human Resources,17,Female,1,3,2741,0,11,3,2,2,2,7,7,1,0
29,No,Travel_Rarely,Research & Development,19,Male,2,4,4262,4,12,3,2,2,4,3,2,1,2
33,No,Travel_Rarely,Research & Development,1,Female,4,3,16184,4,19,3,3,2,3,6,1,0,5
31,No,Travel_Rarely,Sales,7,Male,3,4,11557,9,21,4,3,3,2,5,4,0,1
18,Yes,Travel_Frequently,Sales,5,Male,1,2,1878,1,14,3,4,3,3,0,0,0,0
40,No,Non-Travel,Sales,28,Male,3,1,10932,3,15,3,3,2,3,1,0,0,1
41,No,Non-Travel,Research & Development,2,Female,2,3,6811,2,17,3,1,3,3,8,7,0,7
26,No,Travel_Rarely,Sales,29,Male,2,3,4306,5,12,3,1,5,3,0,0,0,0
35,No,Travel_Rarely,Sales,1,Female,2,3,4859,1,16,3,4,3,3,5,4,0,3
34,No,Travel_Rarely,Sales,21,Male,2,4,5337,1,12,3,4,3,3,10,7,5,7
26,Yes,Travel_Rarely,Research & Development,24,Male,1,4,2340,1,18,3,2,3,1,1,0,0,0
37,No,Travel_Rarely,Research & Development,1,Female,3,4,7491,4,17,3,4,3,4,6,5,1,2
46,No,Travel_Frequently,Research & Development,18,Female,3,3,10527,5,11,3,4,3,2,2,2,1,2
41,No,Travel_Rarely,Sales,2,Female,4,1,16595,7,16,3,2,2,3,18,16,11,8
37,No,Non-Travel,Sales,9,Male,3,2,8834,1,13,3,4,6,3,9,5,7,7
52,No,Travel_Rarely,Research & Development,6,Male,2,1,5577,3,12,3,2,3,3,10,9,6,9
32,Yes,Non-Travel,Sales,11,Male,2,3,4707,8,12,3,4,2,3,4,2,1,2
24,No,Travel_Frequently,Sales,24,Male,1,4,2400,0,13,3,3,3,3,2,2,2,1
38,No,Travel_Rarely,Research & Development,10,Female,2,3,9824,3,19,3,3,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,1,Female,2,2,6447,6,12,3,2,2,2,6,5,4,3
49,No,Travel_Rarely,Research & Development,18,Male,5,3,19502,1,17,3,3,5,3,31,9,0,9
24,No,Travel_Rarely,Research & Development,23,Male,1,4,2725,1,11,3,2,3,3,6,5,1,4
26,No,Travel_Rarely,Sales,28,Male,2,2,6272,1,20,4,4,5,4,5,3,1,4
24,No,Travel_Rarely,Research & Development,17,Male,1,2,2127,1,21,4,4,2,3,1,0,0,0
50,No,Travel_Frequently,Human Resources,3,Male,5,2,18200,1,11,3,3,2,3,32,5,10,7
25,No,Travel_Rarely,Sales,13,Male,1,3,2096,1,11,3,3,1,3,7,4,0,6
24,Yes,Travel_Frequently,Research & Development,7,Female,1,3,2886,1,16,3,4,4,3,6,3,1,2
30,Yes,Travel_Frequently,Sales,12,Male,1,1,2033,1,18,3,3,2,4,1,0,0,0
34,No,Travel_Rarely,Research & Development,1,Male,1,4,3622,1,13,3,4,3,3,6,5,1,3
31,Yes,Travel_Rarely,Sales,13,Male,2,1,4233,2,17,3,3,2,1,3,1,1,2
35,No,Travel_Rarely,Research & Development,25,Male,2,4,3681,4,14,3,4,3,3,3,2,0,2
31,No,Travel_Rarely,Sales,6,Male,2,4,5460,4,22,4,4,4,4,7,7,5,7
27,No,Travel_Rarely,Research & Development,6,Female,1,3,2187,0,12,3,3,5,2,5,3,0,3
37,No,Travel_Rarely,Sales,2,Male,2,3,9602,4,11,3,3,3,2,3,0,1,0
20,No,Travel_Rarely,Research & Development,1,Female,1,2,2836,1,13,3,4,0,4,1,0,0,0
42,No,Travel_Rarely,Research & Development,2,Female,2,4,4089,1,13,3,2,4,3,10,2,2,2
43,No,Travel_Rarely,Research & Development,6,Male,4,4,16627,4,14,3,3,3,2,1,0,0,0
38,No,Travel_Rarely,Research & Development,1,Female,1,1,2619,3,17,3,4,3,2,0,0,0,0
43,No,Travel_Frequently,Research & Development,9,Male,2,3,5679,3,13,3,2,3,3,8,7,4,7
48,No,Travel_Rarely,Research & Development,1,Female,4,1,15402,7,11,3,1,3,1,3,2,0,2
44,No,Travel_Rarely,Human Resources,1,Female,2,3,5985,4,11,3,2,1,4,2,2,0,2
34,No,Travel_Rarely,Sales,14,Female,1,3,2579,1,18,3,4,3,3,8,2,0,6
27,Yes,Travel_Rarely,Sales,2,Male,1,1,3041,0,11,3,2,3,3,4,3,0,2
21,No,Travel_Rarely,Sales,22,Male,1,3,3447,1,11,3,3,2,3,3,2,1,2
44,No,Travel_Rarely,Research & Development,3,Male,5,4,19513,4,12,3,1,2,4,2,2,0,1
22,No,Travel_Rarely,Research & Development,6,Male,1,3,2773,0,20,4,4,3,3,2,2,2,2
33,No,Travel_Rarely,Sales,8,Male,2,3,7104,0,12,3,4,3,3,5,0,1,2
32,No,Travel_Rarely,Research & Development,9,Female,2,4,6322,1,12,3,4,2,2,6,4,0,5
30,No,Travel_Frequently,Research & Development,3,Female,1,3,2083,1,20,4,3,2,3,1,0,0,0
53,No,Travel_Rarely,Sales,1,Female,2,1,8381,7,20,4,4,2,4,14,7,8,10
34,No,Travel_Rarely,Research & Development,1,Male,1,4,2691,1,12,3,4,4,2,10,9,8,8
45,Yes,Travel_Frequently,Sales,26,Female,2,1,4286,2,14,3,4,4,3,1,1,0,0
26,No,Travel_Rarely,Research & Development,6,Female,1,4,2659,1,13,3,3,2,3,3,2,0,2
37,No,Travel_Rarely,Research & Development,3,Male,3,3,9434,1,15,3,3,2,3,10,7,7,8
29,No,Travel_Rarely,Sales,3,Female,2,3,5561,1,14,3,1,5,2,6,0,1,2
35,No,Travel_Rarely,Research & Development,6,Male,2,4,6646,1,13,3,2,3,3,17,11,11,8
33,No,Travel_Frequently,Research & Development,6,Male,2,4,7725,3,23,4,3,2,1,13,11,4,7
54,No,Travel_Rarely,Human Resources,19,Male,3,2,10725,2,15,3,3,1,4,9,7,7,1
36,No,Travel_Rarely,Research & Development,9,Male,2,2,8847,2,11,3,3,2,3,3,2,0,2
27,No,Travel_Rarely,Research & Development,3,Male,1,4,2045,0,13,3,4,0,3,4,2,1,1
20,Yes,Travel_Rarely,Research & Development,10,Male,1,3,1009,1,11,3,4,5,3,1,0,1,1
33,Yes,Travel_Frequently,Research & Development,3,Male,1,1,3348,1,11,3,1,3,3,10,8,9,7
35,No,Non-Travel,Research & Development,3,Male,1,3,1281,1,18,3,3,3,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,4,Male,1,1,2819,2,16,3,1,3,4,3,2,0,2
25,No,Travel_Rarely,Sales,8,Male,2,2,4851,0,22,4,3,4,3,3,2,1,2
38,No,Travel_Rarely,Sales,7,Female,2,4,4028,0,20,4,1,2,3,7,7,0,5
29,No,Travel_Frequently,Research & Development,1,Male,1,4,2720,1,18,3,4,5,3,10,7,2,8
48,No,Travel_Rarely,Sales,2,Male,2,2,8120,3,12,3,4,3,3,2,2,2,2
27,No,Travel_Frequently,Sales,3,Female,2,4,4647,1,20,4,2,3,3,6,5,0,4
37,No,Travel_Rarely,Research & Development,10,Male,1,4,4680,3,17,3,1,2,3,1,0,0,0
50,No,Travel_Rarely,Research & Development,28,Male,1,3,3221,1,11,3,3,3,3,20,8,3,8
34,No,Travel_Rarely,Research & Development,9,Female,3,2,8621,1,14,3,2,3,4,8,7,7,7
24,Yes,Travel_Rarely,Sales,3,Female,2,3,4577,9,14,3,1,3,3,2,2,2,0
39,No,Travel_Rarely,Research & Development,2,Female,2,3,4553,1,11,3,1,4,3,20,7,11,10
32,No,Travel_Rarely,Sales,10,Male,2,4,5396,1,12,3,4,2,2,10,7,0,8
50,Yes,Travel_Frequently,Sales,8,Male,2,3,6796,3,14,3,1,4,3,4,3,1,3
38,No,Travel_Rarely,Research & Development,1,Female,2,4,7625,0,13,3,3,4,2,9,7,1,8
27,No,Travel_Rarely,Research & Development,1,Female,3,1,7412,1,11,3,4,3,3,9,7,0,7
32,No,Travel_Rarely,Research & Development,3,Female,3,4,11159,3,15,3,4,6,3,7,7,7,7
47,No,Travel_Rarely,Sales,14,Male,2,1,4960,2,12,3,4,2,3,7,7,1,7
40,No,Travel_Frequently,Sales,5,Male,3,1,10475,5,21,4,3,2,3,18,13,1,12
53,No,Travel_Rarely,Research & Development,7,Male,4,3,14814,3,19,3,3,3,3,5,1,1,3
41,No,Travel_Rarely,Human Resources,10,Male,5,4,19141,3,15,3,2,2,2,21,6,12,6
60,No,Travel_Rarely,Sales,16,Male,2,1,5405,8,14,3,4,1,3,2,2,2,2
27,No,Travel_Frequently,Research & Development,10,Male,3,1,8793,1,21,4,3,4,2,9,7,1,7
41,No,Travel_Rarely,Human Resources,1,Male,5,3,19189,1,12,3,2,3,3,22,7,2,10
50,No,Travel_Rarely,Sales,8,Male,1,2,3875,7,15,3,4,2,3,2,2,2,2
28,Yes,Travel_Rarely,Research & Development,1,Female,1,2,2216,7,13,3,4,4,3,7,7,3,7
36,No,Non-Travel,Research & Development,8,Female,3,1,11713,9,14,3,1,2,3,8,7,0,5
38,No,Travel_Rarely,Research & Development,1,Female,3,3,7861,4,14,3,4,4,4,1,0,0,0
44,No,Non-Travel,Research & Development,24,Male,1,3,3708,2,14,3,3,5,3,5,2,1,4
